Sample_ID,Plant_Type,Disease_Class,Leaf_Color_Index,Spot_Count,Spot_Size_mm,Temperature_C,Humidity_%,Soil_pH,Nitrogen,Phosphorus,Potassium,Disease_Severity,Target_Label
L0875,Apple,Mosaic Virus,0.815,34,2.85,21.2,94,7.7,156,46,152,Severe,8
L0876,Tomato,Mosaic Virus,0.544,40,4.83,20.2,92,5.5,140,63,97,Moderate,8
L0877,Corn,Mosaic Virus,0.796,32,5.68,23.1,82,5.6,58,37,79,Moderate,8
L0878,Grape,Mosaic Virus,0.894,41,4.8,24.6,69,6,150,28,176,Moderate,8
L0879,Corn,Mosaic Virus,0.371,17,4.77,25.7,64,5.7,76,106,181,Moderate,8
L0880,Grape,Mosaic Virus,0.618,7,1.9,19.2,69,6.2,109,57,208,Mild,8
L0881,Corn,Mosaic Virus,0.337,9,4.39,20.9,71,6.4,78,36,177,Severe,8
L0882,Tomato,Mosaic Virus,0.553,35,7.28,21.5,58,6.2,171,40,194,Moderate,8
L0883,Grape,Mosaic Virus,0.432,24,5.88,25.8,57,5.5,86,77,56,Severe,8
L0884,Potato,Mosaic Virus,0.642,43,7.33,32.9,74,6.6,60,114,63,Moderate,8
L0885,Corn,Mosaic Virus,0.525,46,6.82,31.5,70,6.9,94,73,103,Moderate,8
L0886,Corn,Mosaic Virus,0.598,44,7.33,21.1,81,5.7,61,50,80,Mild,8
L0887,Grape,Mosaic Virus,0.49,45,7.37,29.9,91,7.6,176,72,181,Moderate,8
L0888,Tomato,Mosaic Virus,0.791,28,4.28,31.3,71,6.5,114,46,169,Mild,8
L0889,Tomato,Mosaic Virus,0.348,34,5.71,30.7,69,6.3,152,44,141,Mild,8
L0890,Apple,Mosaic Virus,0.375,5,7.38,23.6,92,6.6,168,28,61,Mild,8
L0891,Potato,Mosaic Virus,0.764,47,3.78,26,62,7.4,93,22,195,Severe,8
L0892,Apple,Mosaic Virus,0.381,16,6.06,20.9,87,7.3,119,39,152,Mild,8
L0893,Potato,Mosaic Virus,0.764,16,7.2,27,73,7.1,183,102,209,Moderate,8
L0894,Tomato,Mosaic Virus,0.554,47,2.81,18.9,45,5.6,146,118,91,Severe,8
L0895,Potato,Mosaic Virus,0.43,28,0.62,18.5,45,6.3,99,107,211,Mild,8
L0896,Tomato,Mosaic Virus,0.818,19,6.73,20.9,55,5.6,181,33,123,Mild,8
L0897,Potato,Mosaic Virus,0.706,40,7.51,24.7,72,5.8,104,33,131,Moderate,8
L0898,Tomato,Mosaic Virus,0.561,16,2.87,24.6,74,6,121,103,199,Moderate,8
L0899,Tomato,Mosaic Virus,0.876,7,3.58,31,76,7.8,76,111,177,Moderate,8
L0900,Apple,Mosaic Virus,0.923,15,5,34.7,89,6.4,84,62,84,Severe,8
L0901,Apple,Anthracnose,0.936,49,5.5,19.1,46,6.9,199,77,137,Severe,9
L0902,Potato,Anthracnose,0.627,45,5.78,18.2,46,6.9,81,59,100,Severe,9
L0903,Potato,Anthracnose,0.703,32,0.95,24.4,63,6,146,46,204,Severe,9
L0904,Grape,Anthracnose,0.943,20,3.83,32.9,53,6.1,60,86,146,Mild,9
L0905,Tomato,Anthracnose,0.449,23,6,23.8,58,6.7,113,107,218,Severe,9
L0906,Grape,Anthracnose,0.867,19,4.41,21.1,85,5.5,175,28,89,Severe,9
L0907,Potato,Anthracnose,0.91,45,1.44,21,80,7.4,102,50,169,Mild,9
L0908,Corn,Anthracnose,0.502,32,5.91,22.2,56,6.9,127,56,187,Mild,9
L0909,Potato,Anthracnose,0.477,45,6.36,19.4,68,6.4,92,80,152,Moderate,9
L0910,Grape,Anthracnose,0.778,37,6.2,31.9,95,6.6,147,74,61,Moderate,9
L0911,Grape,Anthracnose,0.399,43,5.95,22.4,74,6.2,122,68,183,Moderate,9
L0912,Tomato,Anthracnose,0.517,35,5.86,21.3,57,5.5,178,113,135,Severe,9
L0913,Corn,Anthracnose,0.911,30,7.78,24.3,76,6.2,200,29,144,Moderate,9
L0914,Corn,Anthracnose,0.906,12,1.72,31,61,7.3,139,85,165,Mild,9
L0915,Apple,Anthracnose,0.753,49,5.38,33.8,92,6.1,172,24,132,Severe,9
L0916,Tomato,Anthracnose,0.753,50,5.34,22.4,74,7.7,87,52,103,Severe,9
L0917,Potato,Anthracnose,0.308,42,6.28,29,69,6.4,200,30,172,Severe,9
L0918,Potato,Anthracnose,0.839,32,2.4,23.1,79,7,147,95,118,Mild,9
L0919,Tomato,Anthracnose,0.371,31,4.79,31.6,54,6.1,103,115,141,Severe,9
L0920,Tomato,Anthracnose,0.942,24,6.62,18,49,7.3,156,87,146,Severe,9
L0921,Corn,Anthracnose,0.411,23,3.31,30,57,6.6,178,34,155,Severe,9
L0922,Potato,Anthracnose,0.431,18,6.12,31.8,57,6.1,154,76,200,Severe,9
L0923,Potato,Anthracnose,0.352,11,1.14,20.1,49,6.3,199,50,162,Severe,9
L0924,Tomato,Anthracnose,0.306,48,2.5,34.2,87,6.8,60,32,94,Moderate,9
L0925,Corn,Anthracnose,0.692,5,7.9,30.9,76,6.6,136,97,149,Severe,9
L0926,Apple,Anthracnose,0.95,28,6.63,34,87,6.4,64,65,124,Moderate,9
L0927,Corn,Anthracnose,0.866,5,3.51,32.2,53,5.6,81,87,111,Mild,9
L0928,Apple,Anthracnose,0.594,20,5.65,32.8,77,6.5,98,20,203,Severe,9
L0929,Apple,Anthracnose,0.868,6,7.77,30.5,88,6.5,174,71,196,Moderate,9
L0930,Corn,Anthracnose,0.91,27,7.56,26.1,87,7.5,75,113,138,Mild,9
L0931,Potato,Anthracnose,0.763,43,7.02,32.9,95,7.5,179,24,72,Moderate,9
L0932,Apple,Anthracnose,0.841,10,7.97,34.8,74,5.9,164,34,163,Moderate,9
L0933,Potato,Anthracnose,0.458,39,1.78,34.1,89,5.7,161,111,47,Severe,9
L0934,Corn,Anthracnose,0.798,25,2.15,22.4,75,7.7,81,105,74,Mild,9
L0935,Corn,Anthracnose,0.359,45,5.69,32.8,81,7.3,66,102,127,Severe,9
L0936,Corn,Anthracnose,0.725,50,6.39,34.4,72,7.4,107,53,69,Moderate,9
L0937,Tomato,Anthracnose,0.358,10,6.05,33.9,92,7.7,196,67,72,Moderate,9
L0938,Grape,Anthracnose,0.779,29,2.83,28,57,7.4,158,60,133,Moderate,9
L0939,Grape,Anthracnose,0.731,13,4.93,19.8,45,6.7,167,60,77,Severe,9
L0940,Corn,Anthracnose,0.742,19,1.61,22.8,92,7,58,96,121,Moderate,9
L0941,Tomato,Anthracnose,0.478,37,6.86,27.8,85,7.4,176,57,220,Moderate,9
L0942,Apple,Anthracnose,0.399,8,5.88,32.4,59,7.1,63,119,85,Moderate,9
L0943,Apple,Anthracnose,0.94,30,5.44,32.4,46,6.8,136,74,213,Moderate,9
L0944,Corn,Anthracnose,0.554,27,4.46,22.8,89,7.6,190,70,64,Moderate,9
L0945,Grape,Anthracnose,0.863,25,0.91,33.9,64,6.6,91,93,75,Mild,9
L0946,Corn,Anthracnose,0.489,49,1.59,21.7,92,6,52,66,187,Moderate,9
L0947,Potato,Anthracnose,0.545,48,7.87,29.6,55,7.6,74,65,161,Mild,9
L0948,Tomato,Anthracnose,0.937,8,5.38,28.1,54,6.9,153,51,48,Mild,9
L0949,Corn,Anthracnose,0.618,20,5.66,34.2,86,7.2,72,119,158,Mild,9
L0950,Apple,Anthracnose,0.711,29,3.84,18.2,52,5.7,175,102,211,Severe,9
L0951,Tomato,Anthracnose,0.681,19,7.91,26.2,89,7.2,96,69,163,Severe,9
L0952,Corn,Anthracnose,0.494,49,1.44,23.5,90,7.6,187,43,143,Severe,9
L0953,Corn,Anthracnose,0.661,6,4.52,31.8,76,5.6,199,88,206,Severe,9
L0954,Tomato,Anthracnose,0.417,18,4.99,21.1,80,6.5,130,35,50,Mild,9
L0955,Potato,Anthracnose,0.724,41,1.16,22.4,93,5.6,81,84,116,Mild,9
L0956,Potato,Anthracnose,0.575,39,7.59,18,64,5.6,182,120,115,Moderate,9
L0957,Corn,Anthracnose,0.391,39,4.18,23.3,67,6.9,180,46,216,Severe,9
L0958,Tomato,Anthracnose,0.454,47,1.91,23.1,58,7.7,191,47,191,Mild,9
L0959,Potato,Anthracnose,0.774,22,3.67,27.3,61,6.4,91,71,156,Moderate,9
L0960,Corn,Anthracnose,0.911,21,1.57,21.5,85,7.2,99,111,135,Mild,9
L0961,Grape,Anthracnose,0.693,47,3.65,20.6,95,6.5,56,97,103,Severe,9
L0962,Tomato,Anthracnose,0.645,22,5.63,24.9,66,7,142,62,109,Mild,9
L0963,Apple,Anthracnose,0.306,19,3.33,34.5,69,7.7,81,42,174,Mild,9
L0964,Grape,Anthracnose,0.834,24,4.17,27,89,6.8,122,90,109,Severe,9
L0965,Tomato,Anthracnose,0.411,11,7.6,24.6,67,7.4,186,90,192,Severe,9
L0966,Grape,Anthracnose,0.383,35,0.57,26.7,54,7,86,68,185,Moderate,9
L0967,Tomato,Anthracnose,0.897,22,5.29,24.3,94,6.1,157,110,157,Severe,9
L0968,Apple,Anthracnose,0.819,33,4.27,22.7,72,6.7,108,59,202,Mild,9
L0969,Corn,Anthracnose,0.801,24,6.84,28.8,49,7.2,73,41,187,Mild,9
L0970,Apple,Anthracnose,0.66,10,4.2,32.9,72,7.1,84,81,167,Mild,9
L0971,Grape,Anthracnose,0.754,48,3.54,28.5,92,5.5,158,109,176,Severe,9
L0972,Potato,Anthracnose,0.946,27,5.46,33.6,78,7.1,60,97,154,Severe,9
L0973,Grape,Anthracnose,0.887,48,1.81,24.2,53,6.7,63,74,166,Mild,9
L0974,Apple,Anthracnose,0.93,15,3.03,29.5,79,7.5,80,57,116,Moderate,9
L0975,Apple,Anthracnose,0.438,23,6.04,27.7,58,7.6,181,24,158,Moderate,9
L0976,Tomato,Anthracnose,0.531,36,5.12,23.6,67,5.7,139,112,87,Severe,9
L0977,Tomato,Anthracnose,0.366,27,4.19,19.4,77,7.6,155,35,164,Moderate,9
L0978,Apple,Anthracnose,0.447,14,3.47,23.1,72,7.6,187,54,67,Mild,9
L0979,Corn,Anthracnose,0.405,47,3.15,25.4,67,7.5,100,34,88,Moderate,9
L0980,Potato,Anthracnose,0.556,7,6.08,33.3,55,7,172,105,108,Moderate,9
L0981,Corn,Anthracnose,0.658,31,6.5,30.1,65,7.2,152,84,139,Mild,9
L0982,Tomato,Anthracnose,0.815,12,1.45,23.9,45,7.3,110,26,213,Mild,9
L0983,Grape,Anthracnose,0.779,32,3.76,22.9,76,5.7,159,51,198,Moderate,9
L0984,Potato,Anthracnose,0.462,37,6.25,32.7,89,6.1,159,45,161,Mild,9
L0985,Grape,Anthracnose,0.697,11,1.92,32.5,85,7,108,35,73,Severe,9
L0986,Apple,Anthracnose,0.944,7,7.47,25.2,84,6,63,68,144,Moderate,9
L0987,Potato,Anthracnose,0.444,24,3.7,19,72,7,127,34,108,Severe,9
L0988,Apple,Anthracnose,0.763,22,2.35,33.2,56,5.6,63,104,122,Moderate,9
L0989,Corn,Anthracnose,0.482,23,5.05,25.3,61,7.7,143,62,117,Mild,9
L0990,Tomato,Anthracnose,0.744,11,6.28,20.2,68,7.2,142,115,190,Mild,9
L0991,Apple,Anthracnose,0.455,43,2.57,27.9,50,7.5,83,100,194,Severe,9
L0992,Grape,Anthracnose,0.929,7,7.13,31.9,57,7.1,75,29,179,Mild,9
L0993,Apple,Anthracnose,0.771,26,7.92,21.4,91,5.9,82,44,147,Severe,9
L0994,Apple,Anthracnose,0.88,50,6.2,32.4,80,7.7,143,77,201,Severe,9
L0995,Corn,Anthracnose,0.344,12,3.64,33.8,77,7.3,92,96,110,Severe,9
L0996,Apple,Anthracnose,0.33,13,4.75,31.5,89,5.9,151,83,215,Severe,9
L0997,Tomato,Anthracnose,0.408,37,6.13,24.5,94,6.4,119,46,87,Severe,9
L0998,Grape,Anthracnose,0.442,15,5.73,32.9,95,6.7,178,110,174,Mild,9
L0999,Potato,Anthracnose,0.493,24,2.51,20,59,5.6,110,57,50,Moderate,9
L1000,Apple,Anthracnose,0.903,14,2.53,31.4,86,7.8,103,88,69,Severe,9
