Sample_ID,Soil_pH,Moisture,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Soil_Texture,Soil_Type,Class
839,5.69,37.3,67,50,112,0.32,2.1,32.3,47.8,224.6,Loamy,Red,Banana
840,6.8,38.1,184,37,319,0.71,1.73,32.3,91.8,294.2,Sandy,Laterite,Banana
841,7.18,41.1,111,35,150,0.39,1.53,18.9,51.5,94.6,Silty,Red,Banana
842,6.92,50.5,90,83,60,0.84,1.97,35.1,94.3,324.4,Loamy,Red,Banana
843,7.69,39.2,166,77,70,0.94,0.15,27.4,84.8,180.4,Loamy,Alluvial,Banana
844,6.02,35.7,50,81,210,1.24,0.24,24.0,94.0,203.1,Sandy,Alluvial,Banana
845,8.0,21.2,87,16,55,0.56,2.98,35.2,78.5,125.6,Sandy,Red,Banana
846,7.32,63.7,167,10,76,0.79,2.38,20.2,91.8,81.8,Loamy,Laterite,Banana
847,5.86,25.2,65,84,285,0.53,1.03,21.0,70.0,306.5,Silty,Laterite,Banana
848,7.14,46.3,91,83,294,1.56,2.93,24.4,78.9,125.5,Loamy,Alluvial,Banana
849,7.28,36.2,92,94,155,1.62,0.32,27.9,47.7,254.4,Silty,Laterite,Banana
850,5.6,21.3,83,85,320,1.28,1.01,36.9,77.5,250.0,Sandy,Red,Banana
851,5.7,36.8,145,89,312,0.69,1.26,19.4,60.4,259.0,Sandy,Red,Mango
852,6.48,21.4,58,40,58,2.0,0.64,18.6,74.7,191.3,Loamy,Black,Mango
853,7.97,20.0,140,37,127,1.05,1.35,24.7,61.5,167.2,Sandy,Laterite,Mango
854,7.34,40.4,105,34,256,0.64,0.9,30.1,66.1,91.7,Sandy,Red,Mango
855,8.07,28.2,43,14,344,0.81,0.29,20.0,48.6,239.9,Silty,Laterite,Mango
856,6.26,28.2,207,44,303,0.69,2.38,25.0,52.3,232.9,Sandy,Black,Mango
857,5.59,69.5,189,71,206,1.92,2.1,21.4,75.9,108.3,Loamy,Laterite,Mango
858,5.45,15.8,151,64,221,0.34,2.93,35.6,45.2,280.5,Sandy,Alluvial,Mango
859,8.1,50.0,155,41,291,0.51,2.47,29.3,94.4,302.3,Clay,Red,Mango
860,7.48,21.0,218,52,281,1.23,1.12,28.9,74.8,133.5,Silty,Black,Mango
861,7.65,33.1,115,76,297,0.51,2.09,32.6,36.2,343.8,Clay,Red,Mango
862,6.14,16.9,177,99,270,0.98,2.26,21.9,92.3,245.2,Loamy,Laterite,Mango
863,8.16,67.6,74,43,228,1.99,1.23,26.3,94.6,149.7,Sandy,Alluvial,Mango
864,7.67,22.4,146,82,227,0.85,2.91,28.0,76.1,195.2,Clay,Alluvial,Mango
865,7.0,54.9,107,72,197,0.42,0.95,27.1,48.0,299.4,Sandy,Black,Mango
866,6.56,15.3,120,94,50,0.39,0.5,35.6,82.1,205.6,Clay,Black,Mango
867,7.28,23.6,217,35,271,1.41,0.33,22.4,63.4,162.8,Silty,Laterite,Mango
868,6.28,69.2,96,48,209,0.63,1.36,35.5,83.3,100.4,Clay,Alluvial,Mango
869,5.43,48.3,107,49,93,0.86,2.79,27.2,46.0,286.9,Silty,Black,Mango
870,5.44,41.5,110,74,233,1.19,1.34,26.4,59.6,68.0,Sandy,Laterite,Mango
871,5.28,23.4,107,41,347,1.27,0.47,28.9,68.9,145.1,Silty,Red,Mango
872,6.29,15.4,162,68,77,0.46,0.88,37.7,41.4,232.4,Loamy,Laterite,Mango
873,7.21,66.9,61,84,311,1.7,0.25,22.1,43.6,274.7,Silty,Red,Mango
874,5.72,55.5,69,48,209,1.67,2.82,34.1,72.4,118.2,Sandy,Black,Mango
875,5.49,67.8,163,22,176,0.69,1.47,34.7,61.6,76.1,Sandy,Alluvial,Mango
876,6.29,74.0,90,79,183,1.86,2.08,35.2,72.0,185.4,Sandy,Red,Mango
877,5.45,59.7,91,31,311,1.71,1.69,27.5,52.4,253.6,Silty,Alluvial,Mango
878,7.14,38.5,208,23,287,1.09,1.33,18.6,62.4,223.6,Sandy,Alluvial,Mango
879,5.11,54.0,198,89,277,0.38,2.73,37.3,63.1,269.7,Loamy,Black,Mango
880,8.14,36.5,158,36,228,2.01,1.62,28.3,45.5,103.9,Loamy,Laterite,Mango
881,7.29,62.2,101,94,205,2.05,0.3,34.8,64.0,339.1,Clay,Alluvial,Mango
882,5.41,34.4,178,54,349,1.47,1.27,18.9,86.1,106.2,Sandy,Black,Mango
883,6.6,55.8,112,39,171,0.5,2.65,32.6,58.0,342.3,Sandy,Black,Mango
884,6.96,21.9,48,66,241,1.45,2.54,36.5,54.3,262.6,Silty,Red,Mango
885,8.16,49.4,81,35,179,1.23,2.07,22.5,79.5,185.9,Clay,Black,Mango
886,6.86,52.7,201,22,154,0.36,0.51,18.1,81.5,224.8,Sandy,Alluvial,Mango
887,5.59,58.8,216,92,320,1.24,2.51,29.4,63.4,162.1,Clay,Black,Mango
888,6.4,52.5,48,82,90,0.54,1.6,20.0,64.9,74.9,Loamy,Black,Mango
889,5.72,71.4,94,59,233,0.43,2.63,37.4,39.5,226.9,Loamy,Laterite,Mango
890,6.98,47.8,58,84,291,2.08,2.96,31.1,36.9,182.2,Clay,Alluvial,Mango
891,7.84,18.6,82,80,218,2.06,2.02,35.6,49.1,81.1,Sandy,Alluvial,Mango
892,8.14,72.0,183,88,91,1.99,1.49,20.6,78.4,90.2,Silty,Red,Mango
893,7.08,40.9,107,39,60,2.07,0.18,33.6,46.8,236.4,Silty,Black,Mango
894,6.77,18.1,126,99,114,1.12,1.34,20.8,61.3,320.2,Loamy,Alluvial,Mango
895,5.62,41.2,44,40,168,0.47,0.13,26.3,80.2,294.2,Sandy,Black,Mango
896,7.79,30.0,44,19,79,0.54,0.62,18.9,56.0,250.0,Clay,Alluvial,Mango
897,5.42,38.9,198,25,89,0.45,2.82,22.1,77.3,295.9,Clay,Laterite,Mango
898,7.28,71.5,171,47,175,1.3,0.88,32.0,65.2,75.7,Silty,Laterite,Mango
899,5.9,27.2,65,76,168,0.88,1.7,20.5,78.5,288.5,Sandy,Red,Mango
900,7.23,54.0,146,24,60,1.25,0.2,23.6,58.1,299.9,Sandy,Black,Mango
901,5.89,51.6,156,12,245,1.03,0.23,22.1,46.1,185.0,Sandy,Alluvial,Coffee
902,5.1,60.8,36,87,222,2.05,2.73,34.2,70.5,279.6,Loamy,Laterite,Coffee
903,7.77,62.0,218,17,105,1.35,2.86,36.6,52.2,347.4,Silty,Laterite,Coffee
904,6.83,49.1,162,43,133,2.12,1.46,37.9,49.3,323.2,Loamy,Alluvial,Coffee
905,5.27,30.0,168,47,222,1.39,0.21,23.5,51.1,132.6,Sandy,Black,Coffee
906,5.98,54.6,97,32,277,1.18,1.38,27.3,93.0,199.3,Clay,Laterite,Coffee
907,5.19,71.3,100,88,332,0.9,0.29,21.6,81.0,140.1,Silty,Red,Coffee
908,5.73,25.5,188,93,75,0.74,2.0,21.7,65.4,187.7,Loamy,Black,Coffee
909,6.77,28.7,212,43,181,0.33,2.55,35.0,67.4,73.0,Clay,Alluvial,Coffee
910,5.35,45.4,58,75,89,0.75,1.04,25.4,84.4,180.6,Silty,Alluvial,Coffee
911,5.46,34.6,122,52,258,2.01,1.19,36.8,52.6,69.0,Loamy,Black,Coffee
912,5.93,24.0,181,13,104,1.46,2.44,28.2,81.9,207.4,Loamy,Red,Coffee
913,6.21,50.0,198,29,245,1.75,1.98,37.1,92.5,347.8,Silty,Black,Coffee
914,7.71,46.7,43,87,291,1.55,1.61,24.3,46.7,226.8,Clay,Alluvial,Coffee
915,5.78,61.1,122,39,283,0.9,2.92,31.9,61.7,337.7,Silty,Alluvial,Coffee
916,5.26,48.6,49,56,297,1.45,1.4,26.4,69.2,299.8,Clay,Red,Coffee
917,7.48,39.5,179,95,120,1.45,2.41,24.8,42.1,178.5,Clay,Laterite,Coffee
918,7.02,61.4,76,68,57,0.62,1.31,33.3,77.7,196.3,Sandy,Red,Coffee
919,7.78,65.0,36,98,135,2.18,0.48,35.3,90.1,322.2,Loamy,Red,Coffee
920,6.29,48.4,212,47,110,0.94,2.49,24.7,71.5,91.3,Sandy,Black,Coffee
921,7.36,36.3,144,62,280,1.71,1.36,33.2,77.0,272.7,Sandy,Red,Coffee
922,7.87,50.6,124,96,282,1.02,1.37,28.2,70.3,334.0,Sandy,Red,Coffee
923,5.95,35.5,174,76,318,1.4,2.55,26.5,54.4,152.4,Clay,Red,Coffee
924,5.13,71.7,217,36,270,1.29,1.77,30.3,41.0,142.6,Sandy,Alluvial,Coffee
925,5.88,41.3,73,46,182,2.18,2.29,36.5,75.0,100.9,Clay,Red,Coffee
926,5.09,69.2,168,78,149,0.31,2.51,18.5,47.2,333.1,Silty,Laterite,Coffee
927,6.67,64.9,105,24,111,1.14,1.35,23.3,86.9,348.0,Sandy,Alluvial,Coffee
928,7.57,59.7,86,19,217,0.6,1.07,27.1,79.1,254.9,Sandy,Alluvial,Coffee
929,7.86,17.3,55,100,316,0.9,2.54,31.2,87.7,70.3,Sandy,Red,Coffee
930,5.44,37.6,86,96,150,0.8,0.54,34.3,79.0,142.0,Clay,Black,Coffee
931,8.04,66.4,84,10,272,0.43,1.72,22.2,45.7,181.3,Loamy,Laterite,Coffee
932,7.02,29.1,119,71,321,1.55,0.62,24.0,48.9,144.7,Silty,Laterite,Coffee
933,7.55,38.5,121,79,296,0.86,0.73,37.3,88.8,281.5,Silty,Laterite,Coffee
934,6.04,54.7,59,32,287,2.12,2.02,25.0,58.9,97.1,Silty,Laterite,Coffee
935,6.92,56.2,37,47,187,1.26,2.68,33.7,38.6,283.8,Loamy,Alluvial,Coffee
936,6.32,63.5,138,61,183,2.03,0.88,32.6,55.4,297.4,Loamy,Laterite,Coffee
937,6.31,49.4,72,78,155,1.78,0.42,37.4,71.6,97.5,Sandy,Black,Coffee
938,7.57,20.4,210,52,230,1.76,1.7,31.1,66.1,165.0,Clay,Red,Coffee
939,7.68,38.7,213,39,198,1.82,2.74,24.6,47.9,272.7,Sandy,Black,Coffee
940,7.71,60.3,164,23,306,1.06,1.51,21.1,53.1,126.7,Clay,Black,Coffee
941,5.87,22.4,126,93,255,0.55,2.25,23.4,40.1,81.4,Silty,Black,Coffee
942,5.05,64.8,184,29,98,1.7,2.4,21.9,71.3,150.5,Loamy,Laterite,Coffee
943,6.64,16.4,100,68,153,0.49,2.91,29.5,57.6,184.6,Clay,Laterite,Coffee
944,6.8,44.0,209,78,309,0.76,0.15,27.9,58.6,168.1,Sandy,Laterite,Coffee
945,5.72,73.5,131,39,278,1.0,1.73,30.9,54.9,294.8,Sandy,Black,Coffee
946,6.79,27.5,155,85,177,0.46,1.27,34.8,66.4,303.5,Clay,Black,Coffee
947,7.46,30.1,109,53,127,0.37,2.1,30.0,87.3,137.8,Clay,Laterite,Coffee
948,6.75,33.8,196,40,214,1.18,1.5,29.1,79.4,272.6,Sandy,Laterite,Coffee
949,7.24,37.5,33,30,316,1.72,0.58,26.8,93.3,71.3,Silty,Laterite,Coffee
950,5.55,63.2,154,27,330,1.09,0.13,20.4,94.7,268.8,Loamy,Alluvial,Coffee
951,6.97,37.3,196,31,122,0.85,2.09,34.1,92.1,167.7,Loamy,Laterite,Tea
952,6.48,71.2,214,27,134,1.3,2.51,18.2,60.0,103.6,Sandy,Black,Tea
953,6.0,26.3,207,22,325,1.17,0.37,30.5,70.7,79.4,Clay,Alluvial,Tea
954,7.01,70.7,100,46,268,1.41,0.99,30.5,59.2,133.9,Clay,Black,Tea
955,6.9,21.2,85,45,141,0.8,0.4,33.9,70.2,282.2,Loamy,Alluvial,Tea
956,8.09,59.2,187,95,292,0.7,0.11,22.6,48.0,329.6,Clay,Red,Tea
957,5.53,67.5,112,19,76,0.56,2.44,26.5,63.3,147.7,Sandy,Red,Tea
958,6.79,37.6,128,100,292,0.97,2.53,24.3,39.7,235.6,Clay,Red,Tea
959,8.03,65.0,212,28,273,1.36,1.52,33.8,76.1,221.8,Silty,Alluvial,Tea
960,5.57,67.0,149,95,227,1.68,0.72,29.2,94.9,332.4,Silty,Alluvial,Tea
961,5.57,59.9,32,35,276,0.99,0.67,29.7,54.7,324.2,Loamy,Black,Tea
962,6.94,17.0,100,92,295,1.06,2.99,32.1,51.5,76.6,Sandy,Laterite,Tea
963,8.19,52.9,155,32,292,1.72,1.98,28.9,41.2,167.2,Clay,Red,Tea
964,7.79,22.9,137,25,78,1.14,2.16,24.3,86.5,140.5,Clay,Black,Tea
965,6.06,55.3,111,100,136,2.02,1.8,36.9,66.0,332.8,Silty,Laterite,Tea
966,7.68,55.2,46,34,306,0.58,0.87,21.5,37.7,236.5,Silty,Red,Tea
967,7.03,65.5,30,49,190,1.37,0.44,27.3,85.2,85.0,Silty,Black,Tea
968,5.37,20.4,216,21,145,0.9,1.92,18.4,45.2,63.0,Loamy,Laterite,Tea
969,5.26,58.5,93,49,147,1.72,2.24,24.2,57.8,143.3,Loamy,Red,Tea
970,6.81,39.8,78,44,152,0.64,0.96,32.0,50.9,202.1,Loamy,Alluvial,Tea
971,7.47,46.4,191,97,137,0.37,2.52,25.7,67.3,121.1,Silty,Alluvial,Tea
972,7.07,55.9,103,36,225,1.63,1.56,34.6,82.7,86.3,Clay,Alluvial,Tea
973,5.7,30.7,59,76,145,1.2,1.46,24.5,68.8,250.9,Sandy,Alluvial,Tea
974,7.24,52.8,32,30,265,1.2,1.08,36.1,46.2,163.8,Clay,Laterite,Tea
975,6.75,60.1,142,88,283,1.43,2.11,32.6,63.4,130.6,Loamy,Alluvial,Tea
976,6.54,39.1,40,39,309,0.5,1.34,23.4,69.6,232.0,Clay,Red,Tea
977,7.95,68.2,208,77,151,2.11,1.75,20.8,74.8,288.7,Sandy,Black,Tea
978,5.99,60.9,118,68,252,0.61,0.1,20.9,88.0,147.4,Sandy,Red,Tea
979,5.76,27.2,53,41,128,1.6,2.55,25.5,63.6,160.0,Silty,Laterite,Tea
980,7.24,69.8,201,58,287,1.64,2.31,19.9,42.7,281.3,Clay,Laterite,Tea
981,7.47,68.9,202,64,251,1.31,1.11,31.4,93.2,67.8,Clay,Red,Tea
982,6.18,35.4,30,88,253,2.04,1.97,20.8,46.3,121.3,Silty,Black,Tea
983,6.09,54.2,138,29,195,0.89,2.06,27.6,50.7,337.0,Clay,Red,Tea
984,6.27,46.0,57,69,92,0.96,2.22,31.1,59.3,294.0,Clay,Alluvial,Tea
985,5.41,45.4,205,68,55,1.22,2.88,26.0,81.3,147.9,Loamy,Black,Tea
986,6.93,63.1,145,74,240,1.78,2.16,34.9,93.3,92.4,Clay,Laterite,Tea
987,6.7,38.0,202,20,126,0.31,2.85,32.2,50.5,209.3,Silty,Laterite,Tea
988,5.16,31.9,61,72,285,1.0,2.68,31.7,50.1,157.9,Loamy,Black,Tea
989,6.74,25.7,121,63,58,1.15,0.96,18.7,41.7,272.3,Silty,Red,Tea
990,5.56,47.1,62,28,302,1.12,0.9,37.4,76.3,130.8,Silty,Black,Tea
991,5.24,37.4,67,87,101,1.03,2.94,19.6,90.6,277.3,Silty,Laterite,Tea
992,5.07,72.0,95,93,90,1.89,1.36,20.3,46.5,135.7,Loamy,Red,Tea
993,7.22,17.9,176,70,160,1.75,1.37,32.9,81.7,140.3,Sandy,Laterite,Tea
994,7.91,55.7,99,10,258,0.69,2.37,31.1,51.5,194.1,Loamy,Black,Tea
995,5.71,16.1,113,38,82,1.46,2.21,30.2,62.6,182.0,Loamy,Laterite,Tea
996,6.52,48.5,117,53,213,0.96,1.39,27.2,79.6,121.1,Clay,Laterite,Tea
997,5.82,16.9,176,20,299,1.37,1.1,22.2,94.1,167.1,Loamy,Alluvial,Tea
998,6.44,43.0,69,89,349,0.62,1.12,26.6,94.7,66.8,Loamy,Laterite,Tea
999,8.17,37.5,167,26,243,1.45,2.56,19.9,48.1,347.7,Loamy,Red,Tea
1000,7.77,61.0,218,61,331,1.08,2.28,26.4,71.0,152.6,Loamy,Black,Tea
