transaction_id,amount,hour_of_day,merchant_category,channel,distance_from_home_km,account_age_days,num_transactions_last_24h,avg_transaction_amount_30d,amount_to_avg_ratio,is_foreign_transaction,card_present,is_new_device,cvv_match,failed_pin_attempts_24h,is_fraud
TXN000851,537.26,3,electronics,in_store,66.69,762,4,141.44,3.8,0,0,1,0,0,1
TXN000852,94.02,15,travel,in_store,0.0,4017,3,182.09,0.52,0,0,0,1,0,0
TXN000853,79.49,20,grocery,mobile_app,0.0,1109,0,150.76,0.53,0,0,0,1,0,0
TXN000854,90.83,12,electronics,online,0.0,1808,0,36.93,2.46,0,0,0,1,0,0
TXN000855,54.18,23,fuel,atm,48.7,74,1,95.05,0.57,0,1,0,1,0,0
TXN000856,642.93,22,online_retail,online,288.88,0,10,378.48,1.7,0,0,0,1,0,1
TXN000857,101.2,16,grocery,mobile_app,0.0,3538,2,127.23,0.8,0,1,0,1,0,0
TXN000858,166.04,19,jewelry,online,33.18,1785,2,97.57,1.7,0,1,0,1,0,0
TXN000859,252.44,6,electronics,online,5.92,1328,4,59.9,4.21,0,0,0,1,0,0
TXN000860,119.17,12,electronics,online,0.0,3076,0,1.0,119.17,0,1,1,1,0,1
TXN000861,25.51,10,grocery,online,0.0,901,2,90.08,0.28,0,1,0,1,0,0
TXN000862,46.27,12,online_retail,in_store,0.0,3715,0,257.84,0.18,0,0,0,1,0,0
TXN000863,135.54,15,entertainment,in_store,58.47,1990,0,106.47,1.27,0,1,0,1,0,0
TXN000864,117.46,14,restaurant,in_store,88.74,428,1,87.99,1.33,0,1,0,1,0,0
TXN000865,180.41,11,electronics,in_store,0.0,1668,1,219.37,0.82,0,1,0,1,0,0
TXN000866,15.86,7,fuel,online,0.0,2031,1,97.12,0.16,0,1,0,1,1,0
TXN000867,126.02,3,online_retail,atm,59.12,1419,1,115.22,1.09,0,0,0,1,1,0
TXN000868,194.43,11,online_retail,online,56.9,3099,1,118.51,1.64,0,1,0,1,0,0
TXN000869,239.26,10,travel,mobile_app,0.0,2053,0,111.79,2.14,0,1,0,1,0,0
TXN000870,124.02,16,restaurant,online,15.41,2164,0,103.99,1.19,0,1,0,1,0,0
TXN000871,88.68,20,utilities,online,3.42,784,1,126.71,0.7,0,0,1,0,0,0
TXN000872,185.37,4,travel,online,0.0,3071,0,124.91,1.48,0,1,0,1,0,0
TXN000873,188.13,9,restaurant,in_store,18.82,2170,2,35.56,5.29,0,0,0,1,0,0
TXN000874,208.87,17,grocery,mobile_app,0.0,1459,1,73.78,2.83,0,1,0,1,0,0
TXN000875,138.11,14,travel,mobile_app,0.0,2096,2,25.71,5.37,0,0,0,1,0,0
TXN000876,140.96,21,electronics,in_store,13.46,2427,0,155.46,0.91,0,1,0,1,0,0
TXN000877,144.04,15,jewelry,online,0.0,3852,1,34.04,4.23,0,0,0,1,0,0
TXN000878,133.59,10,electronics,in_store,0.0,3202,0,270.92,0.49,0,1,0,1,1,1
TXN000879,421.09,17,electronics,mobile_app,463.75,341,4,165.18,2.55,1,0,1,0,0,1
TXN000880,156.06,23,restaurant,mobile_app,0.0,2589,0,179.63,0.87,0,1,0,1,1,1
TXN000881,665.54,6,travel,online,630.06,27,3,197.72,3.37,0,1,1,0,0,1
TXN000882,86.59,9,restaurant,online,96.22,2916,2,68.3,1.27,0,1,0,1,0,0
TXN000883,152.36,15,fuel,online,24.2,3525,4,159.1,0.96,0,1,1,1,0,0
TXN000884,53.52,18,restaurant,in_store,106.31,0,1,49.25,1.09,0,1,0,1,0,0
TXN000885,12.74,17,online_retail,mobile_app,41.89,3035,1,159.61,0.08,0,1,0,1,0,0
TXN000886,278.12,21,fuel,mobile_app,0.0,4332,2,56.35,4.94,0,1,0,1,0,0
TXN000887,524.84,8,grocery,in_store,0.0,249,1,66.63,7.88,0,1,0,1,0,0
TXN000888,452.9,4,online_retail,atm,408.66,0,4,278.34,1.63,1,1,1,0,0,1
TXN000889,69.44,15,fuel,online,22.17,612,0,146.06,0.48,0,1,0,1,0,0
TXN000890,114.78,13,grocery,online,19.61,1919,1,96.9,1.18,0,1,0,1,0,0
TXN000891,163.51,9,online_retail,online,0.0,2315,2,47.99,3.41,0,1,0,1,1,0
TXN000892,30.81,13,electronics,online,0.0,629,2,203.26,0.15,0,1,0,1,0,0
TXN000893,36.36,10,travel,in_store,4.18,3060,5,109.6,0.33,0,1,0,1,0,0
TXN000894,72.32,4,travel,in_store,39.27,3104,2,30.79,2.35,0,0,0,1,0,0
TXN000895,0.0,8,grocery,online,0.0,899,0,81.37,0.0,0,0,1,1,0,0
TXN000896,147.49,20,fuel,in_store,0.0,1925,1,159.57,0.92,0,1,1,1,0,1
TXN000897,195.59,19,electronics,in_store,0.0,605,1,1.0,195.59,0,1,0,1,0,0
TXN000898,20.3,9,utilities,online,5.5,1204,0,143.0,0.14,0,1,0,1,0,0
TXN000899,323.52,18,utilities,online,0.0,2946,0,130.3,2.48,0,0,0,0,0,0
TXN000900,94.22,19,online_retail,atm,41.16,1156,0,29.02,3.25,0,1,0,1,0,0
TXN000901,241.18,14,grocery,mobile_app,0.0,643,2,65.89,3.66,0,1,0,1,0,0
TXN000902,70.63,14,fuel,mobile_app,0.0,1524,3,224.54,0.31,0,1,0,1,0,0
TXN000903,222.75,13,grocery,online,107.94,1751,0,153.4,1.45,0,1,0,1,0,0
TXN000904,133.61,20,restaurant,in_store,0.0,2055,0,39.47,3.39,0,0,0,1,0,0
TXN000905,102.7,19,utilities,online,0.0,950,1,92.64,1.11,1,0,0,1,0,0
TXN000906,123.11,12,healthcare,mobile_app,26.97,2853,0,34.83,3.53,0,0,0,1,0,0
TXN000907,174.6,7,restaurant,mobile_app,0.0,3570,2,38.18,4.57,0,1,0,1,0,0
TXN000908,15.24,12,electronics,atm,60.32,2135,3,214.71,0.07,0,0,1,1,0,0
TXN000909,203.52,17,utilities,mobile_app,44.26,2953,1,162.9,1.25,0,1,0,1,0,0
TXN000910,120.74,19,fuel,mobile_app,25.59,1121,3,156.03,0.77,0,0,1,1,0,0
TXN000911,106.56,20,grocery,in_store,0.0,1170,3,55.91,1.91,0,1,0,1,0,0
TXN000912,0.0,8,restaurant,online,0.0,636,1,115.8,0.0,0,1,0,0,0,0
TXN000913,42.32,21,electronics,online,0.0,1068,2,76.02,0.56,0,1,0,1,0,0
TXN000914,0.0,11,travel,online,51.27,2260,0,1.77,0.0,0,1,1,1,0,0
TXN000915,33.13,21,restaurant,in_store,51.83,3485,0,28.06,1.18,0,0,0,1,0,0
TXN000916,1089.77,5,online_retail,in_store,1179.91,0,11,138.41,7.87,0,0,0,1,1,1
TXN000917,8.63,8,grocery,in_store,0.0,1691,4,144.02,0.06,1,1,1,1,0,0
TXN000918,81.61,0,grocery,atm,70.99,2332,0,67.61,1.21,0,1,0,1,0,0
TXN000919,0.0,4,online_retail,atm,11.41,2751,0,105.92,0.0,0,0,0,1,0,0
TXN000920,78.53,13,utilities,online,91.42,554,1,36.04,2.18,0,1,1,1,0,0
TXN000921,204.22,16,entertainment,online,13.63,538,2,117.7,1.74,0,1,0,1,0,0
TXN000922,286.08,14,jewelry,atm,571.01,0,5,364.07,0.79,0,0,0,0,2,1
TXN000923,82.75,8,online_retail,mobile_app,0.93,50,0,183.49,0.45,0,1,1,0,0,0
TXN000924,386.34,16,restaurant,online,62.96,1944,0,108.41,3.56,0,0,0,1,0,0
TXN000925,50.18,19,restaurant,in_store,42.27,523,2,179.29,0.28,1,0,1,1,0,1
TXN000926,120.1,13,online_retail,in_store,92.04,12,2,177.77,0.68,0,0,0,1,0,0
TXN000927,158.43,9,online_retail,online,13.18,2425,0,51.4,3.08,0,1,0,1,0,0
TXN000928,81.81,9,entertainment,online,1.54,2127,0,106.41,0.77,0,1,1,1,0,0
TXN000929,89.26,9,grocery,online,30.38,490,3,52.5,1.7,0,1,0,1,0,0
TXN000930,184.27,14,fuel,in_store,70.02,4042,2,141.78,1.3,0,1,0,1,0,0
TXN000931,0.0,17,grocery,in_store,59.66,465,2,102.56,0.0,1,0,0,1,0,0
TXN000932,81.84,8,jewelry,atm,11.86,726,3,126.02,0.65,0,1,0,1,0,0
TXN000933,86.57,23,grocery,in_store,0.0,1751,0,177.79,0.49,0,0,0,1,0,0
TXN000934,37.15,21,healthcare,atm,43.42,2875,1,78.65,0.47,0,1,0,1,0,0
TXN000935,817.55,5,jewelry,online,294.25,106,4,85.39,9.57,1,0,0,0,0,1
TXN000936,0.0,20,online_retail,online,15.83,2186,0,82.02,0.0,0,0,1,1,0,0
TXN000937,123.72,6,grocery,atm,19.93,1189,1,134.78,0.92,0,0,0,1,0,0
TXN000938,90.56,4,online_retail,mobile_app,0.0,2303,1,125.6,0.72,0,0,1,1,0,0
TXN000939,64.56,7,fuel,atm,46.93,0,1,44.04,1.47,0,1,0,1,0,0
TXN000940,92.74,18,travel,mobile_app,105.62,3085,0,120.53,0.77,0,1,0,1,0,0
TXN000941,46.66,17,restaurant,in_store,0.0,1443,3,192.43,0.24,0,0,0,1,0,0
TXN000942,99.61,4,utilities,mobile_app,59.77,169,0,85.21,1.17,0,1,0,1,0,0
TXN000943,0.0,8,utilities,in_store,131.04,3056,1,47.32,0.0,0,1,0,1,1,0
TXN000944,265.44,15,fuel,in_store,49.41,2579,0,21.36,12.43,0,0,0,1,0,0
TXN000945,35.45,19,electronics,online,0.0,2324,2,72.19,0.49,0,1,0,1,0,0
TXN000946,92.31,10,electronics,mobile_app,16.19,3027,1,95.32,0.97,0,1,0,1,0,0
TXN000947,77.25,10,utilities,in_store,21.97,2366,1,106.55,0.73,0,1,0,1,0,0
TXN000948,81.51,21,fuel,in_store,64.04,2003,4,112.35,0.73,0,0,0,1,0,0
TXN000949,0.0,14,online_retail,in_store,87.81,1191,0,90.97,0.0,0,0,0,1,0,0
TXN000950,148.72,21,utilities,in_store,0.0,2994,3,70.86,2.1,0,1,0,1,0,0
TXN000951,199.1,10,healthcare,in_store,0.0,1720,1,65.74,3.03,0,1,1,1,0,0
TXN000952,77.33,13,restaurant,in_store,3.63,2206,2,41.25,1.87,0,1,0,1,0,0
TXN000953,0.0,11,travel,atm,0.0,629,5,101.67,0.0,0,0,0,1,0,0
TXN000954,0.0,18,grocery,atm,0.0,1884,0,202.32,0.0,0,1,0,1,0,0
TXN000955,0.0,11,entertainment,online,0.0,761,0,166.59,0.0,0,0,0,1,0,0
TXN000956,25.31,13,online_retail,mobile_app,3.54,996,3,90.6,0.28,0,1,0,1,0,0
TXN000957,335.78,19,entertainment,online,0.0,795,1,119.32,2.81,0,1,0,1,0,0
TXN000958,0.0,16,restaurant,atm,0.0,623,0,100.6,0.0,0,1,1,1,0,0
TXN000959,75.28,21,utilities,mobile_app,18.42,3119,3,179.82,0.42,0,1,0,1,0,0
TXN000960,1809.28,5,travel,online,557.94,580,3,233.54,7.75,0,0,1,1,1,1
TXN000961,54.54,17,fuel,online,0.0,1617,3,36.08,1.51,0,0,0,1,0,1
TXN000962,112.34,17,utilities,mobile_app,75.82,1442,2,240.13,0.47,0,0,0,1,0,0
TXN000963,261.2,15,jewelry,online,15.93,402,5,32.44,8.05,0,0,0,1,0,1
TXN000964,415.49,9,restaurant,mobile_app,0.0,1170,1,36.81,11.29,0,0,0,1,1,0
TXN000965,344.84,20,fuel,mobile_app,0.0,3011,1,20.54,16.79,0,1,0,1,0,0
TXN000966,735.6,3,restaurant,online,355.57,43,3,26.61,27.64,1,1,1,1,1,1
TXN000967,18.16,11,online_retail,in_store,60.1,3126,3,164.87,0.11,0,0,1,1,0,0
TXN000968,114.86,10,travel,in_store,0.0,1692,1,195.29,0.59,0,1,0,1,0,0
TXN000969,184.59,1,grocery,mobile_app,26.42,1150,1,49.52,3.73,0,0,0,1,0,0
TXN000970,0.0,10,grocery,atm,17.14,0,0,34.77,0.0,0,1,0,1,0,1
TXN000971,46.74,14,online_retail,mobile_app,93.66,3288,0,1.0,46.74,0,1,0,1,0,0
TXN000972,0.0,13,grocery,online,20.7,2989,4,85.59,0.0,0,1,1,1,0,0
TXN000973,21.62,13,entertainment,in_store,0.0,3286,4,101.35,0.21,0,0,0,1,0,0
TXN000974,100.22,10,restaurant,atm,36.47,2612,0,130.14,0.77,0,0,0,1,0,0
TXN000975,73.02,18,utilities,mobile_app,38.75,2851,0,289.7,0.25,0,1,0,1,0,0
TXN000976,41.89,17,restaurant,in_store,0.0,2226,2,85.22,0.49,0,1,0,1,0,0
TXN000977,97.69,1,utilities,mobile_app,0.0,107,0,45.06,2.17,0,1,1,0,0,0
TXN000978,90.11,17,online_retail,atm,27.09,1869,0,29.24,3.08,0,1,0,1,0,0
TXN000979,43.92,7,jewelry,mobile_app,9.68,1443,1,60.02,0.73,0,1,0,1,0,0
TXN000980,90.19,12,utilities,in_store,0.0,2322,2,264.94,0.34,0,1,0,1,0,0
TXN000981,61.35,21,grocery,online,12.05,618,1,123.07,0.5,0,1,0,0,0,0
TXN000982,38.13,6,electronics,in_store,0.0,2312,3,27.56,1.38,1,0,0,1,0,0
TXN000983,168.45,8,utilities,in_store,0.0,1400,5,118.9,1.42,0,0,0,1,0,0
TXN000984,0.0,5,grocery,online,2.27,1057,0,57.58,0.0,0,1,0,1,0,0
TXN000985,25.69,11,utilities,online,56.63,903,3,131.19,0.2,0,1,0,1,0,0
TXN000986,0.0,17,fuel,in_store,59.95,1726,4,11.9,0.0,0,1,0,1,0,0
TXN000987,220.94,21,restaurant,online,53.39,3454,1,46.86,4.71,0,1,0,1,0,0
TXN000988,148.06,16,fuel,online,17.6,1217,1,49.95,2.96,0,1,0,1,0,0
TXN000989,21.94,23,online_retail,mobile_app,29.61,524,2,139.77,0.16,0,0,0,1,0,0
TXN000990,68.89,3,grocery,online,5.12,2830,0,92.37,0.75,0,0,0,1,0,0
TXN000991,101.48,20,online_retail,online,0.0,2600,1,62.0,1.64,0,0,0,1,0,0
TXN000992,67.77,20,utilities,online,0.0,1590,2,64.47,1.05,0,0,0,0,0,0
TXN000993,376.35,5,grocery,in_store,128.69,0,8,513.3,0.73,1,1,1,0,0,1
TXN000994,132.16,11,online_retail,in_store,78.62,3014,1,169.43,0.78,0,1,0,1,0,0
TXN000995,41.92,12,online_retail,in_store,59.19,2816,1,96.97,0.43,0,0,0,1,0,0
TXN000996,221.59,20,online_retail,in_store,0.0,3271,2,90.7,2.44,0,0,0,1,0,0
TXN000997,37.29,19,online_retail,online,11.14,990,3,121.86,0.31,0,1,0,1,1,0
TXN000998,143.28,13,utilities,in_store,0.0,2454,2,76.11,1.88,0,1,0,1,0,0
TXN000999,31.63,15,electronics,online,2.4,1580,3,1.0,31.63,0,1,0,1,0,0
TXN001000,204.81,12,grocery,in_store,0.0,3421,2,373.54,0.55,0,1,0,1,0,0
