order_id,order_date,customer_id,customer_segment,region,sales_channel,product_category,product_name,quantity,currency,unit_price,discount_pct,gross_sales,discount_amount,net_sales,unit_cost,cost_of_goods_sold,shipping_cost,gross_profit,contribution_profit,contribution_margin_pct,delivery_days,customer_satisfaction_1_to_5
ORD-00494,2025-06-27,CUS-0067,Consumer,West,Online,Office Supplies,Paper Pack,2,USD,12,0,24,0,24,5,10,12.82,14,1.18,4.92,7,4
ORD-00495,2025-06-27,CUS-0100,Small Business,West,Retail,Technology,Monitor,8,USD,249,0,1992,0,1992,155,1240,0,752,752,37.75,0,5
ORD-00496,2025-06-27,CUS-0242,Corporate,South,Retail,Technology,Monitor,10,USD,249,20,2490,498,1992,155,1550,0,442,442,22.19,0,5
ORD-00497,2025-06-27,CUS-0218,Corporate,West,Retail,Furniture,Desk,19,USD,350,5,6650,332.5,6317.5,210,3990,0,2327.5,2327.5,36.84,0,5
ORD-00498,2025-06-27,CUS-0193,Corporate,West,Direct Sales,Furniture,Desk,22,USD,350,15,7700,1155,6545,210,4620,35.06,1925,1889.94,28.88,6,3
ORD-00499,2025-06-28,CUS-0021,Small Business,North,Retail,Accessories,Desk Lamp,4,USD,39,15,156,23.4,132.6,16,64,0,68.6,68.6,51.73,0,5
ORD-00500,2025-06-28,CUS-0047,Consumer,North,Retail,Technology,Keyboard,1,USD,65,15,65,9.75,55.25,28,28,0,27.25,27.25,49.32,0,5
ORD-00501,2025-06-29,CUS-0043,Small Business,South,Direct Sales,Furniture,Desk,11,USD,350,10,3850,385,3465,210,2310,22.69,1155,1132.31,32.68,3,4
ORD-00502,2025-06-30,CUS-0237,Corporate,West,Direct Sales,Technology,Keyboard,3,USD,65,0,195,0,195,28,84,15.74,111,95.26,48.85,4,4
ORD-00503,2025-06-30,CUS-0066,Consumer,West,Direct Sales,Technology,Keyboard,5,USD,65,15,325,48.75,276.25,28,140,10.66,136.25,125.59,45.46,8,5
ORD-00504,2025-07-01,CUS-0042,Small Business,East,Direct Sales,Furniture,Desk,2,USD,350,15,700,105,595,210,420,14.49,175,160.51,26.98,9,3
ORD-00505,2025-07-01,CUS-0135,Small Business,East,Direct Sales,Accessories,Desk Lamp,8,USD,39,15,312,46.8,265.2,16,128,19.12,137.2,118.08,44.52,3,4
ORD-00506,2025-07-02,CUS-0123,Corporate,East,Direct Sales,Furniture,Office Chair,5,USD,195,10,975,97.5,877.5,105,525,10.16,352.5,342.34,39.01,5,4
ORD-00507,2025-07-02,CUS-0095,Consumer,East,Direct Sales,Technology,Keyboard,5,USD,65,15,325,48.75,276.25,28,140,13.75,136.25,122.5,44.34,8,3
ORD-00508,2025-07-02,CUS-0066,Consumer,West,Retail,Accessories,Desk Lamp,1,USD,39,5,39,1.95,37.05,16,16,0,21.05,21.05,56.82,0,5
ORD-00509,2025-07-02,CUS-0199,Corporate,West,Online,Technology,Keyboard,10,USD,65,0,650,0,650,28,280,16.42,370,353.58,54.4,1,4
ORD-00510,2025-07-03,CUS-0196,Consumer,West,Online,Technology,Keyboard,3,USD,65,0,195,0,195,28,84,11.8,111,99.2,50.87,6,4
ORD-00511,2025-07-03,CUS-0185,Consumer,South,Direct Sales,Accessories,Backpack,4,USD,59,0,236,0,236,25,100,10.35,136,125.65,53.24,7,3
ORD-00512,2025-07-03,CUS-0185,Consumer,South,Direct Sales,Technology,Laptop,3,USD,899,0,2697,0,2697,610,1830,10.08,867,856.92,31.77,5,4
ORD-00513,2025-07-05,CUS-0191,Small Business,North,Online,Office Supplies,Notebook Set,5,USD,18,20,90,18,72,7,35,18.01,37,18.99,26.38,3,5
ORD-00514,2025-07-05,CUS-0232,Consumer,North,Retail,Furniture,Office Chair,1,USD,195,10,195,19.5,175.5,105,105,0,70.5,70.5,40.17,0,5
ORD-00515,2025-07-05,CUS-0159,Corporate,East,Online,Accessories,Desk Lamp,18,USD,39,15,702,105.3,596.7,16,288,30.14,308.7,278.56,46.68,8,4
ORD-00516,2025-07-06,CUS-0120,Small Business,West,Retail,Accessories,Desk Lamp,2,USD,39,20,78,15.6,62.4,16,32,0,30.4,30.4,48.72,0,5
ORD-00517,2025-07-06,CUS-0130,Corporate,West,Retail,Furniture,Office Chair,10,USD,195,10,1950,195,1755,105,1050,0,705,705,40.17,0,5
ORD-00518,2025-07-06,CUS-0130,Corporate,West,Online,Office Supplies,Paper Pack,19,USD,12,5,228,11.4,216.6,5,95,27.58,121.6,94.02,43.41,9,3
ORD-00519,2025-07-07,CUS-0225,Consumer,South,Direct Sales,Technology,Laptop,4,USD,899,20,3596,719.2,2876.8,610,2440,11.05,436.8,425.75,14.8,9,3
ORD-00520,2025-07-08,CUS-0165,Corporate,South,Retail,Accessories,Backpack,25,USD,59,15,1475,221.25,1253.75,25,625,0,628.75,628.75,50.15,0,4
ORD-00521,2025-07-08,CUS-0050,Small Business,West,Online,Accessories,Desk Lamp,1,USD,39,0,39,0,39,16,16,6.96,23,16.04,41.13,8,3
ORD-00522,2025-07-08,CUS-0109,Consumer,South,Retail,Furniture,Desk,3,USD,350,10,1050,105,945,210,630,0,315,315,33.33,0,5
ORD-00523,2025-07-09,CUS-0194,Small Business,South,Direct Sales,Technology,Laptop,6,USD,899,5,5394,269.7,5124.3,610,3660,16.52,1464.3,1447.78,28.25,3,5
ORD-00524,2025-07-09,CUS-0146,Consumer,North,Direct Sales,Furniture,Office Chair,5,USD,195,0,975,0,975,105,525,16.19,450,433.81,44.49,4,4
ORD-00525,2025-07-09,CUS-0227,Corporate,West,Online,Furniture,Office Chair,3,USD,195,0,585,0,585,105,315,11.25,270,258.75,44.23,5,4
ORD-00526,2025-07-09,CUS-0154,Consumer,South,Retail,Furniture,Desk,2,USD,350,0,700,0,700,210,420,0,280,280,40,0,5
ORD-00527,2025-07-10,CUS-0079,Consumer,North,Retail,Furniture,Desk,1,USD,350,5,350,17.5,332.5,210,210,0,122.5,122.5,36.84,0,5
ORD-00528,2025-07-10,CUS-0115,Corporate,North,Retail,Accessories,Desk Lamp,19,USD,39,20,741,148.2,592.8,16,304,0,288.8,288.8,48.72,0,4
ORD-00529,2025-07-10,CUS-0226,Corporate,West,Retail,Furniture,Office Chair,9,USD,195,20,1755,351,1404,105,945,0,459,459,32.69,0,5
ORD-00530,2025-07-11,CUS-0008,Corporate,South,Online,Accessories,Desk Lamp,2,USD,39,10,78,7.8,70.2,16,32,9.23,38.2,28.97,41.27,4,4
ORD-00531,2025-07-11,CUS-0040,Consumer,South,Online,Office Supplies,Notebook Set,2,USD,18,0,36,0,36,7,14,6.41,22,15.59,43.31,1,4
ORD-00532,2025-07-11,CUS-0231,Corporate,South,Retail,Furniture,Desk,5,USD,350,15,1750,262.5,1487.5,210,1050,0,437.5,437.5,29.41,0,5
ORD-00533,2025-07-11,CUS-0211,Corporate,East,Online,Accessories,Backpack,17,USD,59,10,1003,100.3,902.7,25,425,29.58,477.7,448.12,49.64,2,5
ORD-00534,2025-07-11,CUS-0229,Small Business,West,Direct Sales,Furniture,Desk,12,USD,350,5,4200,210,3990,210,2520,23,1470,1447,36.27,8,4
ORD-00535,2025-07-11,CUS-0071,Consumer,South,Retail,Technology,Laptop,2,USD,899,10,1798,179.8,1618.2,610,1220,0,398.2,398.2,24.61,0,4
ORD-00536,2025-07-12,CUS-0221,Corporate,West,Online,Office Supplies,Printer Ink,3,USD,49,0,147,0,147,24,72,16.36,75,58.64,39.89,3,5
ORD-00537,2025-07-13,CUS-0113,Consumer,East,Retail,Furniture,Office Chair,2,USD,195,20,390,78,312,105,210,0,102,102,32.69,0,5
ORD-00538,2025-07-13,CUS-0116,Consumer,North,Direct Sales,Technology,Keyboard,3,USD,65,0,195,0,195,28,84,7.67,111,103.33,52.99,4,4
ORD-00539,2025-07-13,CUS-0116,Consumer,North,Online,Technology,Monitor,1,USD,249,0,249,0,249,155,155,6.84,94,87.16,35,5,4
ORD-00540,2025-07-14,CUS-0005,Consumer,East,Retail,Furniture,Desk,4,USD,350,10,1400,140,1260,210,840,0,420,420,33.33,0,5
ORD-00541,2025-07-14,CUS-0219,Corporate,North,Direct Sales,Technology,Laptop,20,USD,899,10,17980,1798,16182,610,12200,32.54,3982,3949.46,24.41,9,3
ORD-00542,2025-07-14,CUS-0176,Consumer,South,Online,Office Supplies,Notebook Set,5,USD,18,0,90,0,90,7,35,18.83,55,36.17,40.19,8,3
ORD-00543,2025-07-14,CUS-0198,Consumer,East,Retail,Accessories,Desk Lamp,1,USD,39,20,39,7.8,31.2,16,16,0,15.2,15.2,48.72,0,5
ORD-00544,2025-07-16,CUS-0126,Corporate,East,Direct Sales,Technology,Monitor,12,USD,249,0,2988,0,2988,155,1860,20.61,1128,1107.39,37.06,6,4
ORD-00545,2025-07-16,CUS-0046,Consumer,West,Retail,Office Supplies,Notebook Set,4,USD,18,10,72,7.2,64.8,7,28,0,36.8,36.8,56.79,0,4
ORD-00546,2025-07-16,CUS-0205,Small Business,West,Retail,Technology,Laptop,11,USD,899,10,9889,988.9,8900.1,610,6710,0,2190.1,2190.1,24.61,0,4
ORD-00547,2025-07-16,CUS-0166,Consumer,North,Direct Sales,Office Supplies,Printer Ink,1,USD,49,0,49,0,49,24,24,6.62,25,18.38,37.51,2,5
ORD-00548,2025-07-17,CUS-0016,Small Business,North,Retail,Accessories,Backpack,1,USD,59,0,59,0,59,25,25,0,34,34,57.63,0,4
ORD-00549,2025-07-18,CUS-0080,Consumer,West,Retail,Office Supplies,Notebook Set,5,USD,18,0,90,0,90,7,35,0,55,55,61.11,0,5
ORD-00550,2025-07-18,CUS-0223,Corporate,West,Retail,Technology,Keyboard,11,USD,65,15,715,107.25,607.75,28,308,0,299.75,299.75,49.32,0,5
ORD-00551,2025-07-18,CUS-0114,Small Business,East,Retail,Technology,Keyboard,1,USD,65,15,65,9.75,55.25,28,28,0,27.25,27.25,49.32,0,5
ORD-00552,2025-07-18,CUS-0007,Small Business,South,Direct Sales,Technology,Keyboard,4,USD,65,0,260,0,260,28,112,10.52,148,137.48,52.88,7,5
ORD-00553,2025-07-19,CUS-0110,Consumer,North,Retail,Technology,Monitor,5,USD,249,5,1245,62.25,1182.75,155,775,0,407.75,407.75,34.47,0,4
ORD-00554,2025-07-19,CUS-0180,Corporate,South,Retail,Furniture,Office Chair,23,USD,195,0,4485,0,4485,105,2415,0,2070,2070,46.15,0,4
ORD-00555,2025-07-19,CUS-0099,Small Business,North,Online,Office Supplies,Printer Ink,12,USD,49,15,588,88.2,499.8,24,288,19.74,211.8,192.06,38.43,5,3
ORD-00556,2025-07-19,CUS-0106,Consumer,North,Direct Sales,Technology,Laptop,2,USD,899,20,1798,359.6,1438.4,610,1220,11.77,218.4,206.63,14.37,6,4
ORD-00557,2025-07-20,CUS-0061,Small Business,South,Direct Sales,Furniture,Desk,10,USD,350,15,3500,525,2975,210,2100,16.92,875,858.08,28.84,2,4
ORD-00558,2025-07-20,CUS-0051,Small Business,West,Online,Technology,Monitor,3,USD,249,10,747,74.7,672.3,155,465,8.25,207.3,199.05,29.61,1,4
ORD-00559,2025-07-21,CUS-0083,Consumer,North,Retail,Office Supplies,Paper Pack,5,USD,12,20,60,12,48,5,25,0,23,23,47.92,0,5
ORD-00560,2025-07-22,CUS-0208,Small Business,East,Online,Accessories,Desk Lamp,11,USD,39,0,429,0,429,16,176,24,253,229,53.38,2,5
ORD-00561,2025-07-22,CUS-0006,Small Business,South,Retail,Technology,Monitor,7,USD,249,10,1743,174.3,1568.7,155,1085,0,483.7,483.7,30.83,0,4
ORD-00562,2025-07-22,CUS-0178,Corporate,East,Direct Sales,Technology,Monitor,9,USD,249,20,2241,448.2,1792.8,155,1395,22.08,397.8,375.72,20.96,9,4
ORD-00563,2025-07-22,CUS-0191,Small Business,North,Direct Sales,Office Supplies,Paper Pack,8,USD,12,10,96,9.6,86.4,5,40,17.41,46.4,28.99,33.55,4,4
ORD-00564,2025-07-22,CUS-0173,Small Business,West,Retail,Furniture,Desk,12,USD,350,20,4200,840,3360,210,2520,0,840,840,25,0,5
ORD-00565,2025-07-22,CUS-0027,Corporate,North,Retail,Furniture,Desk,6,USD,350,5,2100,105,1995,210,1260,0,735,735,36.84,0,4
ORD-00566,2025-07-22,CUS-0180,Corporate,South,Direct Sales,Furniture,Office Chair,14,USD,195,20,2730,546,2184,105,1470,21.06,714,692.94,31.73,1,5
ORD-00567,2025-07-22,CUS-0020,Corporate,West,Retail,Furniture,Office Chair,3,USD,195,5,585,29.25,555.75,105,315,0,240.75,240.75,43.32,0,5
ORD-00568,2025-07-23,CUS-0046,Consumer,West,Online,Office Supplies,Paper Pack,1,USD,12,20,12,2.4,9.6,5,5,5.55,4.6,-0.95,-9.9,7,4
ORD-00569,2025-07-23,CUS-0211,Corporate,East,Direct Sales,Technology,Monitor,13,USD,249,0,3237,0,3237,155,2015,28.12,1222,1193.88,36.88,2,4
ORD-00570,2025-07-24,CUS-0208,Small Business,East,Online,Accessories,Desk Lamp,1,USD,39,20,39,7.8,31.2,16,16,5.59,15.2,9.61,30.8,5,5
ORD-00571,2025-07-24,CUS-0123,Corporate,East,Retail,Technology,Laptop,12,USD,899,10,10788,1078.8,9709.2,610,7320,0,2389.2,2389.2,24.61,0,5
ORD-00572,2025-07-24,CUS-0171,Consumer,North,Retail,Accessories,Backpack,5,USD,59,0,295,0,295,25,125,0,170,170,57.63,0,4
ORD-00573,2025-07-24,CUS-0227,Corporate,West,Retail,Office Supplies,Paper Pack,13,USD,12,20,156,31.2,124.8,5,65,0,59.8,59.8,47.92,0,4
ORD-00574,2025-07-24,CUS-0212,Small Business,West,Retail,Furniture,Desk,5,USD,350,0,1750,0,1750,210,1050,0,700,700,40,0,4
ORD-00575,2025-07-25,CUS-0242,Corporate,South,Direct Sales,Technology,Monitor,23,USD,249,0,5727,0,5727,155,3565,35.06,2162,2126.94,37.14,1,4
ORD-00576,2025-07-25,CUS-0123,Corporate,East,Retail,Office Supplies,Printer Ink,16,USD,49,0,784,0,784,24,384,0,400,400,51.02,0,4
ORD-00577,2025-07-25,CUS-0021,Small Business,North,Retail,Furniture,Desk,1,USD,350,15,350,52.5,297.5,210,210,0,87.5,87.5,29.41,0,5
ORD-00578,2025-07-26,CUS-0089,Consumer,West,Online,Accessories,Desk Lamp,1,USD,39,5,39,1.95,37.05,16,16,12.87,21.05,8.18,22.08,7,4
ORD-00579,2025-07-26,CUS-0222,Corporate,North,Retail,Office Supplies,Printer Ink,8,USD,49,10,392,39.2,352.8,24,192,0,160.8,160.8,45.58,0,5
ORD-00580,2025-07-28,CUS-0028,Consumer,South,Online,Technology,Monitor,4,USD,249,5,996,49.8,946.2,155,620,15.14,326.2,311.06,32.87,2,5
ORD-00581,2025-07-28,CUS-0235,Consumer,West,Online,Accessories,Desk Lamp,2,USD,39,10,78,7.8,70.2,16,32,8.63,38.2,29.57,42.12,2,4
ORD-00582,2025-07-28,CUS-0175,Small Business,North,Retail,Furniture,Desk,11,USD,350,15,3850,577.5,3272.5,210,2310,0,962.5,962.5,29.41,0,5
ORD-00583,2025-07-28,CUS-0011,Consumer,South,Retail,Furniture,Office Chair,4,USD,195,0,780,0,780,105,420,0,360,360,46.15,0,4
ORD-00584,2025-07-29,CUS-0086,Consumer,North,Retail,Accessories,Desk Lamp,3,USD,39,5,117,5.85,111.15,16,48,0,63.15,63.15,56.82,0,5
ORD-00585,2025-07-29,CUS-0236,Corporate,North,Direct Sales,Technology,Keyboard,1,USD,65,15,65,9.75,55.25,28,28,13.21,27.25,14.04,25.41,1,4
ORD-00586,2025-07-29,CUS-0225,Consumer,South,Direct Sales,Office Supplies,Notebook Set,5,USD,18,10,90,9,81,7,35,13.65,46,32.35,39.94,8,3
ORD-00587,2025-07-30,CUS-0097,Small Business,East,Direct Sales,Accessories,Desk Lamp,11,USD,39,10,429,42.9,386.1,16,176,24.73,210.1,185.37,48.01,4,4
ORD-00588,2025-07-30,CUS-0135,Small Business,East,Online,Technology,Laptop,8,USD,899,0,7192,0,7192,610,4880,13.84,2312,2298.16,31.95,3,4
ORD-00589,2025-07-30,CUS-0102,Corporate,West,Retail,Office Supplies,Paper Pack,13,USD,12,20,156,31.2,124.8,5,65,0,59.8,59.8,47.92,0,5
ORD-00590,2025-07-31,CUS-0233,Small Business,South,Retail,Technology,Keyboard,8,USD,65,0,520,0,520,28,224,0,296,296,56.92,0,4
ORD-00591,2025-07-31,CUS-0124,Corporate,West,Retail,Furniture,Office Chair,5,USD,195,5,975,48.75,926.25,105,525,0,401.25,401.25,43.32,0,5
ORD-00592,2025-08-01,CUS-0058,Small Business,South,Direct Sales,Furniture,Office Chair,6,USD,195,5,1170,58.5,1111.5,105,630,16.7,481.5,464.8,41.82,9,3
ORD-00593,2025-08-01,CUS-0004,Corporate,North,Retail,Office Supplies,Notebook Set,3,USD,18,0,54,0,54,7,21,0,33,33,61.11,0,5
ORD-00594,2025-08-01,CUS-0001,Small Business,North,Direct Sales,Furniture,Desk,6,USD,350,0,2100,0,2100,210,1260,12.29,840,827.71,39.41,5,5
ORD-00595,2025-08-01,CUS-0051,Small Business,West,Retail,Technology,Keyboard,7,USD,65,0,455,0,455,28,196,0,259,259,56.92,0,4
ORD-00596,2025-08-01,CUS-0204,Small Business,North,Online,Technology,Laptop,12,USD,899,20,10788,2157.6,8630.4,610,7320,18.53,1310.4,1291.87,14.97,7,4
ORD-00597,2025-08-01,CUS-0130,Corporate,West,Retail,Office Supplies,Notebook Set,5,USD,18,20,90,18,72,7,35,0,37,37,51.39,0,4
ORD-00598,2025-08-02,CUS-0219,Corporate,North,Online,Technology,Monitor,13,USD,249,20,3237,647.4,2589.6,155,2015,22.39,574.6,552.21,21.32,4,4
ORD-00599,2025-08-02,CUS-0197,Small Business,North,Retail,Technology,Monitor,1,USD,249,20,249,49.8,199.2,155,155,0,44.2,44.2,22.19,0,4
ORD-00600,2025-08-02,CUS-0166,Consumer,North,Online,Accessories,Desk Lamp,2,USD,39,0,78,0,78,16,32,7.55,46,38.45,49.29,6,4
ORD-00601,2025-08-02,CUS-0198,Consumer,East,Retail,Office Supplies,Printer Ink,4,USD,49,10,196,19.6,176.4,24,96,0,80.4,80.4,45.58,0,5
ORD-00602,2025-08-02,CUS-0188,Small Business,West,Direct Sales,Technology,Keyboard,2,USD,65,0,130,0,130,28,56,13.94,74,60.06,46.2,9,4
ORD-00603,2025-08-02,CUS-0123,Corporate,East,Online,Technology,Keyboard,23,USD,65,15,1495,224.25,1270.75,28,644,36.43,626.75,590.32,46.45,9,4
ORD-00604,2025-08-02,CUS-0082,Small Business,East,Direct Sales,Technology,Laptop,5,USD,899,5,4495,224.75,4270.25,610,3050,12.79,1220.25,1207.46,28.28,9,3
ORD-00605,2025-08-02,CUS-0019,Corporate,North,Retail,Technology,Monitor,20,USD,249,5,4980,249,4731,155,3100,0,1631,1631,34.47,0,5
ORD-00606,2025-08-02,CUS-0091,Consumer,South,Direct Sales,Accessories,Backpack,2,USD,59,0,118,0,118,25,50,7.11,68,60.89,51.6,3,5
ORD-00607,2025-08-03,CUS-0031,Small Business,North,Retail,Technology,Keyboard,8,USD,65,0,520,0,520,28,224,0,296,296,56.92,0,5
ORD-00608,2025-08-04,CUS-0043,Small Business,South,Retail,Technology,Keyboard,11,USD,65,15,715,107.25,607.75,28,308,0,299.75,299.75,49.32,0,5
ORD-00609,2025-08-04,CUS-0218,Corporate,West,Retail,Technology,Monitor,11,USD,249,0,2739,0,2739,155,1705,0,1034,1034,37.75,0,5
ORD-00610,2025-08-04,CUS-0055,Corporate,East,Retail,Furniture,Desk,1,USD,350,0,350,0,350,210,210,0,140,140,40,0,5
ORD-00611,2025-08-04,CUS-0238,Consumer,East,Direct Sales,Furniture,Desk,3,USD,350,15,1050,157.5,892.5,210,630,9.88,262.5,252.62,28.3,2,4
ORD-00612,2025-08-05,CUS-0084,Corporate,East,Retail,Accessories,Backpack,13,USD,59,10,767,76.7,690.3,25,325,0,365.3,365.3,52.92,0,5
ORD-00613,2025-08-06,CUS-0130,Corporate,West,Direct Sales,Technology,Monitor,15,USD,249,10,3735,373.5,3361.5,155,2325,26.5,1036.5,1010,30.05,8,4
ORD-00614,2025-08-06,CUS-0224,Consumer,West,Online,Office Supplies,Printer Ink,3,USD,49,15,147,22.05,124.95,24,72,13.16,52.95,39.79,31.84,4,3
ORD-00615,2025-08-06,CUS-0120,Small Business,West,Retail,Accessories,Backpack,3,USD,59,0,177,0,177,25,75,0,102,102,57.63,0,5
ORD-00616,2025-08-06,CUS-0140,Consumer,South,Direct Sales,Office Supplies,Notebook Set,4,USD,18,15,72,10.8,61.2,7,28,13.11,33.2,20.09,32.83,2,5
ORD-00617,2025-08-07,CUS-0070,Small Business,West,Online,Furniture,Desk,9,USD,350,5,3150,157.5,2992.5,210,1890,18.31,1102.5,1084.19,36.23,6,4
ORD-00618,2025-08-07,CUS-0090,Small Business,West,Direct Sales,Office Supplies,Paper Pack,11,USD,12,20,132,26.4,105.6,5,55,18.24,50.6,32.36,30.64,3,4
ORD-00619,2025-08-07,CUS-0046,Consumer,West,Retail,Furniture,Desk,4,USD,350,20,1400,280,1120,210,840,0,280,280,25,0,5
ORD-00620,2025-08-08,CUS-0171,Consumer,North,Retail,Office Supplies,Notebook Set,4,USD,18,15,72,10.8,61.2,7,28,0,33.2,33.2,54.25,0,4
ORD-00621,2025-08-08,CUS-0175,Small Business,North,Retail,Accessories,Backpack,4,USD,59,10,236,23.6,212.4,25,100,0,112.4,112.4,52.92,0,5
ORD-00622,2025-08-08,CUS-0238,Consumer,East,Retail,Furniture,Office Chair,1,USD,195,5,195,9.75,185.25,105,105,0,80.25,80.25,43.32,0,5
ORD-00623,2025-08-09,CUS-0091,Consumer,South,Online,Office Supplies,Paper Pack,3,USD,12,15,36,5.4,30.6,5,15,9.84,15.6,5.76,18.82,8,4
ORD-00624,2025-08-09,CUS-0220,Consumer,West,Retail,Furniture,Office Chair,5,USD,195,0,975,0,975,105,525,0,450,450,46.15,0,5
ORD-00625,2025-08-09,CUS-0236,Corporate,North,Retail,Furniture,Office Chair,25,USD,195,15,4875,731.25,4143.75,105,2625,0,1518.75,1518.75,36.65,0,5
ORD-00626,2025-08-10,CUS-0002,Corporate,South,Online,Furniture,Desk,21,USD,350,0,7350,0,7350,210,4410,30.16,2940,2909.84,39.59,4,4
ORD-00627,2025-08-10,CUS-0089,Consumer,West,Retail,Office Supplies,Paper Pack,4,USD,12,0,48,0,48,5,20,0,28,28,58.33,0,5
ORD-00628,2025-08-10,CUS-0059,Small Business,West,Retail,Furniture,Office Chair,5,USD,195,20,975,195,780,105,525,0,255,255,32.69,0,4
ORD-00629,2025-08-11,CUS-0080,Consumer,West,Online,Furniture,Office Chair,3,USD,195,5,585,29.25,555.75,105,315,8.6,240.75,232.15,41.77,9,3
ORD-00630,2025-08-12,CUS-0189,Small Business,North,Online,Accessories,Backpack,3,USD,59,0,177,0,177,25,75,9.76,102,92.24,52.11,1,4
ORD-00631,2025-08-12,CUS-0142,Consumer,North,Online,Office Supplies,Paper Pack,3,USD,12,5,36,1.8,34.2,5,15,9.05,19.2,10.15,29.68,7,3
ORD-00632,2025-08-12,CUS-0212,Small Business,West,Direct Sales,Office Supplies,Paper Pack,9,USD,12,5,108,5.4,102.6,5,45,18.76,57.6,38.84,37.86,9,3
ORD-00633,2025-08-13,CUS-0174,Corporate,East,Online,Furniture,Office Chair,11,USD,195,0,2145,0,2145,105,1155,17.97,990,972.03,45.32,1,5
ORD-00634,2025-08-13,CUS-0058,Small Business,South,Online,Accessories,Backpack,7,USD,59,0,413,0,413,25,175,20.74,238,217.26,52.61,8,4
ORD-00635,2025-08-13,CUS-0157,Corporate,South,Online,Technology,Keyboard,13,USD,65,0,845,0,845,28,364,26.43,481,454.57,53.8,5,3
ORD-00636,2025-08-13,CUS-0184,Corporate,East,Online,Office Supplies,Notebook Set,5,USD,18,0,90,0,90,7,35,10.04,55,44.96,49.96,4,5
ORD-00637,2025-08-14,CUS-0042,Small Business,East,Online,Furniture,Office Chair,5,USD,195,0,975,0,975,105,525,15.31,450,434.69,44.58,4,4
ORD-00638,2025-08-14,CUS-0210,Corporate,South,Retail,Office Supplies,Paper Pack,4,USD,12,5,48,2.4,45.6,5,20,0,25.6,25.6,56.14,0,5
ORD-00639,2025-08-14,CUS-0037,Consumer,South,Retail,Technology,Monitor,3,USD,249,10,747,74.7,672.3,155,465,0,207.3,207.3,30.83,0,5
ORD-00640,2025-08-14,CUS-0196,Consumer,West,Retail,Furniture,Office Chair,1,USD,195,5,195,9.75,185.25,105,105,0,80.25,80.25,43.32,0,5
ORD-00641,2025-08-15,CUS-0083,Consumer,North,Retail,Technology,Monitor,5,USD,249,0,1245,0,1245,155,775,0,470,470,37.75,0,5
ORD-00642,2025-08-15,CUS-0180,Corporate,South,Direct Sales,Technology,Keyboard,24,USD,65,10,1560,156,1404,28,672,38.53,732,693.47,49.39,9,4
ORD-00643,2025-08-15,CUS-0156,Corporate,North,Retail,Technology,Laptop,17,USD,899,5,15283,764.15,14518.85,610,10370,0,4148.85,4148.85,28.58,0,5
ORD-00644,2025-08-15,CUS-0181,Small Business,North,Direct Sales,Office Supplies,Printer Ink,10,USD,49,20,490,98,392,24,240,16.84,152,135.16,34.48,2,5
ORD-00645,2025-08-16,CUS-0210,Corporate,South,Direct Sales,Office Supplies,Printer Ink,3,USD,49,10,147,14.7,132.3,24,72,12.81,60.3,47.49,35.9,2,4
ORD-00646,2025-08-16,CUS-0131,Small Business,North,Retail,Technology,Laptop,6,USD,899,5,5394,269.7,5124.3,610,3660,0,1464.3,1464.3,28.58,0,5
ORD-00647,2025-08-16,CUS-0179,Small Business,West,Direct Sales,Accessories,Desk Lamp,10,USD,39,20,390,78,312,16,160,24.95,152,127.05,40.72,9,3
ORD-00648,2025-08-16,CUS-0122,Consumer,North,Retail,Technology,Monitor,5,USD,249,5,1245,62.25,1182.75,155,775,0,407.75,407.75,34.47,0,5
ORD-00649,2025-08-17,CUS-0175,Small Business,North,Online,Office Supplies,Notebook Set,2,USD,18,0,36,0,36,7,14,14.87,22,7.13,19.81,2,4
ORD-00650,2025-08-17,CUS-0004,Corporate,North,Retail,Technology,Laptop,9,USD,899,20,8091,1618.2,6472.8,610,5490,0,982.8,982.8,15.18,0,5
ORD-00651,2025-08-18,CUS-0107,Small Business,East,Online,Office Supplies,Notebook Set,11,USD,18,10,198,19.8,178.2,7,77,18.75,101.2,82.45,46.27,9,3
ORD-00652,2025-08-18,CUS-0135,Small Business,East,Direct Sales,Technology,Monitor,12,USD,249,0,2988,0,2988,155,1860,19.63,1128,1108.37,37.09,3,4
ORD-00653,2025-08-18,CUS-0047,Consumer,North,Retail,Technology,Laptop,1,USD,899,20,899,179.8,719.2,610,610,0,109.2,109.2,15.18,0,5
ORD-00654,2025-08-18,CUS-0108,Consumer,South,Online,Technology,Laptop,2,USD,899,10,1798,179.8,1618.2,610,1220,11.72,398.2,386.48,23.88,4,4
ORD-00655,2025-08-18,CUS-0133,Small Business,South,Direct Sales,Accessories,Desk Lamp,3,USD,39,0,117,0,117,16,48,9.41,69,59.59,50.93,5,4
ORD-00656,2025-08-18,CUS-0061,Small Business,South,Direct Sales,Technology,Monitor,11,USD,249,20,2739,547.8,2191.2,155,1705,23.32,486.2,462.88,21.12,1,5
ORD-00657,2025-08-19,CUS-0073,Corporate,East,Direct Sales,Furniture,Desk,15,USD,350,0,5250,0,5250,210,3150,29.44,2100,2070.56,39.44,5,3
ORD-00658,2025-08-20,CUS-0095,Consumer,East,Online,Accessories,Desk Lamp,1,USD,39,0,39,0,39,16,16,10.54,23,12.46,31.95,6,5
